1115.55,635.15
1107.55,299.25
1066.20,477.50
1022.90,168.70
908.55,344.05
889.90,107.25
881.90,531.10
768.90,212.45
720.10,398.70
648.10,91.25
593.60,291.25
523.70,469.50
515.70,602.95
508.95,160.70
394.60,336.05
386.60,469.50
375.95,99.25
274.95,220.45
248.00,585.15
205.05,398.70
144.00,74.00
112.00,291.25
87.95,643.15
