1115.55,635.15
956.55,648.25
999.2,588.5
1213.9,598.7
737.55,570.05
1101.9,343.25
432.9,391.1
834.9,623.45
720.1,398.7
1162.1,497.25
607.6,535.25
578.7,598.5
680.7,433.95
401.95,455.7
692.6,634.05
387.6,623.5
830.95,473.25
287.95,642.45
248,585.15
500.05,630.7
173,601
545,591.25
87.95,643.15
513,294
429,676
192,416
207,317
119,383
124,487
249,483
347,506
